name,year,hole,yardage,round,par,score,rtp_score,sg_total,no_masters,rtp_score_grouped,time,no_masters_category,Level,Mu,Mu (no blups),P
"An, Byeong Hun",2016,14,440,3,4,.,.,0.212,2,.,12,1,1,0.21909,0.21507,0.21909
"An, Byeong Hun",2016,14,440,3,4,.,.,0.212,2,.,12,1,0,0.8702,0.8675,0.8702
"An, Byeong Hun",2016,14,440,3,4,.,.,0.212,2,.,12,1,-1,0.99661,0.99653,0.99661
"An, Byeong Hun",2016,15,530,3,5,.,.,0.212,2,.,12,1,3,0.00092,0.0009,0.00092
"An, Byeong Hun",2016,15,530,3,5,.,.,0.212,2,.,12,1,2,0.00738,0.00721,0.00738
"An, Byeong Hun",2016,15,530,3,5,.,.,0.212,2,.,12,1,1,0.08061,0.07888,0.08061
"An, Byeong Hun",2016,15,530,3,5,.,.,0.212,2,.,12,1,0,0.67691,0.67172,0.67691
"An, Byeong Hun",2016,15,530,3,5,.,.,0.212,2,.,12,1,-1,0.98923,0.98898,0.98923
"An, Byeong Hun",2016,16,170,3,3,.,.,0.212,2,.,12,1,3,0.00194,0.0019,0.00194
"An, Byeong Hun",2016,16,170,3,3,.,.,0.212,2,.,12,1,2,0.01552,0.01516,0.01552
"An, Byeong Hun",2016,16,170,3,3,.,.,0.212,2,.,12,1,1,0.15671,0.15361,0.15671
"An, Byeong Hun",2016,16,170,3,3,.,.,0.212,2,.,12,1,0,0.8162,0.81263,0.8162
"An, Byeong Hun",2016,16,170,3,3,.,.,0.212,2,.,12,1,-1,0.99489,0.99477,0.99489
"An, Byeong Hun",2016,17,440,3,4,.,.,0.212,2,.,12,1,3,0.00743,0.00726,0.00743
"An, Byeong Hun",2016,17,440,3,4,.,.,0.212,2,.,12,1,2,0.05721,0.05595,0.05721
"An, Byeong Hun",2016,17,440,3,4,.,.,0.212,2,.,12,1,1,0.417,0.41127,0.417
"An, Byeong Hun",2016,17,440,3,4,.,.,0.212,2,.,12,1,0,0.94473,0.94348,0.94473
"An, Byeong Hun",2016,17,440,3,4,.,.,0.212,2,.,12,1,-1,0.99867,0.99864,0.99867
"An, Byeong Hun",2016,18,465,3,4,.,.,0.212,2,.,12,1,3,0.00661,0.00645,0.00661
"An, Byeong Hun",2016,18,465,3,4,.,.,0.212,2,.,12,1,2,0.05112,0.04999,0.05112
"An, Byeong Hun",2016,18,465,3,4,.,.,0.212,2,.,12,1,1,0.3884,0.3828,0.3884
"An, Byeong Hun",2016,18,465,3,4,.,.,0.212,2,.,12,1,0,0.93818,0.93679,0.93818
"An, Byeong Hun",2016,18,465,3,4,.,.,0.212,2,.,12,1,-1,0.9985,0.99846,0.9985
"An, Byeong Hun",2016,1,445,4,4,.,.,0.212,2,.,12,1,3,0.00377,0.00368,0.00377
"An, Byeong Hun",2016,1,445,4,4,.,.,0.212,2,.,12,1,2,0.02972,0.02905,0.02972
"An, Byeong Hun",2016,1,445,4,4,.,.,0.212,2,.,12,1,1,0.26529,0.26071,0.26529
"An, Byeong Hun",2016,1,445,4,4,.,.,0.212,2,.,12,1,0,0.89614,0.89392,0.89614
"An, Byeong Hun",2016,1,445,4,4,.,.,0.212,2,.,12,1,-1,0.99736,0.9973,0.99736
"An, Byeong Hun",2016,2,575,4,5,.,.,0.212,2,.,12,1,3,0.0005,0.00049,0.0005
"An, Byeong Hun",2016,2,575,4,5,.,.,0.212,2,.,12,1,2,0.00407,0.00398,0.00407
"An, Byeong Hun",2016,2,575,4,5,.,.,0.212,2,.,12,1,1,0.04597,0.04495,0.04597
"An, Byeong Hun",2016,2,575,4,5,.,.,0.212,2,.,12,1,0,0.5352,0.52932,0.5352
"An, Byeong Hun",2016,2,575,4,5,.,.,0.212,2,.,12,1,-1,0.98058,0.98013,0.98058
"An, Byeong Hun",2016,3,350,4,4,.,.,0.212,2,.,12,1,3,0.00278,0.00271,0.00278
"An, Byeong Hun",2016,3,350,4,4,.,.,0.212,2,.,12,1,2,0.02207,0.02157,0.02207
"An, Byeong Hun",2016,3,350,4,4,.,.,0.212,2,.,12,1,1,0.21016,0.20627,0.21016
"An, Byeong Hun",2016,3,350,4,4,.,.,0.212,2,.,12,1,0,0.8641,0.8613,0.8641
"An, Byeong Hun",2016,3,350,4,4,.,.,0.212,2,.,12,1,-1,0.99643,0.99634,0.99643
"An, Byeong Hun",2016,4,240,4,3,.,.,0.212,2,.,12,1,3,0.00387,0.00378,0.00387
"An, Byeong Hun",2016,4,240,4,3,.,.,0.212,2,.,12,1,2,0.03049,0.0298,0.03049
"An, Byeong Hun",2016,4,240,4,3,.,.,0.212,2,.,12,1,1,0.27046,0.26582,0.27046
"An, Byeong Hun",2016,4,240,4,3,.,.,0.212,2,.,12,1,0,0.89856,0.89639,0.89856
"An, Byeong Hun",2016,4,240,4,3,.,.,0.212,2,.,12,1,-1,0.99743,0.99737,0.99743
"An, Byeong Hun",2016,5,455,4,4,.,.,0.212,2,.,12,1,3,0.00385,0.00376,0.00385
"An, Byeong Hun",2016,5,455,4,4,.,.,0.212,2,.,12,1,2,0.03038,0.0297,0.03038
"An, Byeong Hun",2016,5,455,4,4,.,.,0.212,2,.,12,1,1,0.26974,0.26512,0.26974
"An, Byeong Hun",2016,5,455,4,4,.,.,0.212,2,.,12,1,0,0.89823,0.89605,0.89823
"An, Byeong Hun",2016,5,455,4,4,.,.,0.212,2,.,12,1,-1,0.99742,0.99736,0.99742
"An, Byeong Hun",2016,6,180,4,3,.,.,0.212,2,.,12,1,3,0.00362,0.00354,0.00362
"An, Byeong Hun",2016,6,180,4,3,.,.,0.212,2,.,12,1,2,0.02861,0.02796,0.02861
"An, Byeong Hun",2016,6,180,4,3,.,.,0.212,2,.,12,1,1,0.25771,0.25322,0.25771
"An, Byeong Hun",2016,6,180,4,3,.,.,0.212,2,.,12,1,0,0.89243,0.89014,0.89243
"An, Byeong Hun",2016,6,180,4,3,.,.,0.212,2,.,12,1,-1,0.99726,0.99719,0.99726
"An, Byeong Hun",2016,7,450,4,4,.,.,0.212,2,.,12,1,3,0.00318,0.0031,0.00318
"An, Byeong Hun",2016,7,450,4,4,.,.,0.212,2,.,12,1,2,0.02518,0.02461,0.02518
"An, Byeong Hun",2016,7,450,4,4,.,.,0.212,2,.,12,1,1,0.23343,0.22923,0.23343
"An, Byeong Hun",2016,7,450,4,4,.,.,0.212,2,.,12,1,0,0.87918,0.87665,0.87918
"An, Byeong Hun",2016,7,450,4,4,.,.,0.212,2,.,12,1,-1,0.99688,0.9968,0.99688
"An, Byeong Hun",2016,8,570,4,5,.,.,0.212,2,.,12,1,3,0.00052,0.00051,0.00052
"An, Byeong Hun",2016,8,570,4,5,.,.,0.212,2,.,12,1,2,0.00423,0.00413,0.00423
"An, Byeong Hun",2016,8,570,4,5,.,.,0.212,2,.,12,1,1,0.0477,0.04664,0.0477
"An, Byeong Hun",2016,8,570,4,5,.,.,0.212,2,.,12,1,0,0.5448,0.53893,0.5448
"An, Byeong Hun",2016,8,570,4,5,.,.,0.212,2,.,12,1,-1,0.9813,0.98086,0.9813
"An, Byeong Hun",2016,9,460,4,4,.,.,0.212,2,.,12,1,3,0.00445,0.00435,0.00445
"An, Byeong Hun",2016,9,460,4,4,.,.,0.212,2,.,12,1,2,0.03498,0.03419,0.03498
"An, Byeong Hun",2016,9,460,4,4,.,.,0.212,2,.,12,1,1,0.29937,0.29443,0.29937
"An, Byeong Hun",2016,9,460,4,4,.,.,0.212,2,.,12,1,0,0.91079,0.90886,0.91079
"An, Byeong Hun",2016,9,460,4,4,.,.,0.212,2,.,12,1,-1,0.99777,0.99772,0.99777
"An, Byeong Hun",2016,10,495,4,4,.,.,0.212,2,.,12,1,3,0.0028,0.00274,0.0028
"An, Byeong Hun",2016,10,495,4,4,.,.,0.212,2,.,12,1,2,0.02227,0.02176,0.02227
"An, Byeong Hun",2016,10,495,4,4,.,.,0.212,2,.,12,1,1,0.21166,0.20774,0.21166
"An, Byeong Hun",2016,10,495,4,4,.,.,0.212,2,.,12,1,0,0.86515,0.86237,0.86515
"An, Byeong Hun",2016,10,495,4,4,.,.,0.212,2,.,12,1,-1,0.99646,0.99637,0.99646
"An, Byeong Hun",2016,11,505,4,4,.,.,0.212,2,.,12,1,3,0.00338,0.0033,0.00338
"An, Byeong Hun",2016,11,505,4,4,.,.,0.212,2,.,12,1,2,0.02676,0.02615,0.02676
"An, Byeong Hun",2016,11,505,4,4,.,.,0.212,2,.,12,1,1,0.24477,0.24042,0.24477
"An, Byeong Hun",2016,11,505,4,4,.,.,0.212,2,.,12,1,0,0.88564,0.88322,0.88564
"An, Byeong Hun",2016,11,505,4,4,.,.,0.212,2,.,12,1,-1,0.99706,0.99699,0.99706
"An, Byeong Hun",2016,12,155,4,3,.,.,0.212,2,.,12,1,3,0.00338,0.0033,0.00338
"An, Byeong Hun",2016,12,155,4,3,.,.,0.212,2,.,12,1,2,0.02671,0.02611,0.02671
"An, Byeong Hun",2016,12,155,4,3,.,.,0.212,2,.,12,1,1,0.24445,0.24011,0.24445
"An, Byeong Hun",2016,12,155,4,3,.,.,0.212,2,.,12,1,0,0.88547,0.88305,0.88547
"An, Byeong Hun",2016,12,155,4,3,.,.,0.212,2,.,12,1,-1,0.99706,0.99699,0.99706
"An, Byeong Hun",2016,13,510,4,5,.,.,0.212,2,.,12,1,3,0.0003,0.00029,0.0003
"An, Byeong Hun",2016,13,510,4,5,.,.,0.212,2,.,12,1,2,0.00243,0.00237,0.00243
"An, Byeong Hun",2016,13,510,4,5,.,.,0.212,2,.,12,1,1,0.02791,0.02727,0.02791
"An, Byeong Hun",2016,13,510,4,5,.,.,0.212,2,.,12,1,0,0.40689,0.4012,0.40689
"An, Byeong Hun",2016,13,510,4,5,.,.,0.212,2,.,12,1,-1,0.96783,0.96709,0.96783
"An, Byeong Hun",2016,14,440,4,4,.,.,0.212,2,.,12,1,3,0.00137,0.00134,0.00137
"An, Byeong Hun",2016,14,440,4,4,.,.,0.212,2,.,12,1,2,0.01101,0.01076,0.01101
"An, Byeong Hun",2016,14,440,4,4,.,.,0.212,2,.,12,1,1,0.11601,0.1136,0.11601
"An, Byeong Hun",2016,14,440,4,4,.,.,0.212,2,.,12,1,0,0.75821,0.75385,0.75821
"An, Byeong Hun",2016,14,440,4,4,.,.,0.212,2,.,12,1,-1,0.99278,0.99261,0.99278
"An, Byeong Hun",2016,15,530,4,5,.,.,0.212,2,.,12,1,3,0.00019,0.00019,0.00019
"An, Byeong Hun",2016,15,530,4,5,.,.,0.212,2,.,12,1,2,0.00155,0.00151,0.00155
"An, Byeong Hun",2016,15,530,4,5,.,.,0.212,2,.,12,1,1,0.01793,0.01752,0.01793
"An, Byeong Hun",2016,15,530,4,5,.,.,0.212,2,.,12,1,0,0.30376,0.29878,0.30376
"An, Byeong Hun",2016,15,530,4,5,.,.,0.212,2,.,12,1,-1,0.95033,0.9492,0.95033
"An, Byeong Hun",2016,16,170,4,3,.,.,0.212,2,.,12,1,3,0.00192,0.00187,0.00192
"An, Byeong Hun",2016,16,170,4,3,.,.,0.212,2,.,12,1,2,0.01534,0.01499,0.01534
"An, Byeong Hun",2016,16,170,4,3,.,.,0.212,2,.,12,1,1,0.15516,0.15209,0.15516
"An, Byeong Hun",2016,16,170,4,3,.,.,0.212,2,.,12,1,0,0.81442,0.81082,0.81442
"An, Byeong Hun",2016,16,170,4,3,.,.,0.212,2,.,12,1,-1,0.99483,0.99471,0.99483
"An, Byeong Hun",2016,17,440,4,4,.,.,0.212,2,.,12,1,3,0.00373,0.00364,0.00373
"An, Byeong Hun",2016,17,440,4,4,.,.,0.212,2,.,12,1,2,0.0294,0.02874,0.0294
"An, Byeong Hun",2016,17,440,4,4,.,.,0.212,2,.,12,1,1,0.26313,0.25858,0.26313
"An, Byeong Hun",2016,17,440,4,4,.,.,0.212,2,.,12,1,0,0.8951,0.89286,0.8951
"An, Byeong Hun",2016,17,440,4,4,.,.,0.212,2,.,12,1,-1,0.99733,0.99727,0.99733
"An, Byeong Hun",2016,18,465,4,4,.,.,0.212,2,.,12,1,3,0.00327,0.0032,0.00327
"An, Byeong Hun",2016,18,465,4,4,.,.,0.212,2,.,12,1,2,0.02592,0.02533,0.02592
"An, Byeong Hun",2016,18,465,4,4,.,.,0.212,2,.,12,1,1,0.23876,0.23449,0.23876
"An, Byeong Hun",2016,18,465,4,4,.,.,0.212,2,.,12,1,0,0.88228,0.8798,0.88228
"An, Byeong Hun",2016,18,465,4,4,.,.,0.212,2,.,12,1,-1,0.99697,0.99689,0.99697
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,-0.508,1,.,12,1,3,.,0.00451,0.00451
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,-0.508,1,.,12,1,2,.,0.03541,0.03541
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,-0.508,1,.,12,1,1,.,0.30205,0.30205
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,-0.508,1,.,12,1,0,.,0.91182,0.91182
"Aphibarnrat, Kiradech",2016,1,445,1,4,4,0,-0.508,1,.,12,1,-1,.,0.9978,0.9978
"Aphibarnrat, Kiradech",2016,2,575,1,5,5,0,-0.508,1,.,12,1,3,.,0.00086,0.00086
"Aphibarnrat, Kiradech",2016,2,575,1,5,5,0,-0.508,1,.,12,1,2,.,0.00692,0.00692
"Aphibarnrat, Kiradech",2016,2,575,1,5,5,0,-0.508,1,.,12,1,1,.,0.07589,0.07589
"Aphibarnrat, Kiradech",2016,2,575,1,5,5,0,-0.508,1,.,12,1,0,.,0.66244,0.66244
"Aphibarnrat, Kiradech",2016,2,575,1,5,5,0,-0.508,1,.,12,1,-1,.,0.98851,0.98851
"Aphibarnrat, Kiradech",2016,3,350,1,4,5,1,-0.508,1,.,12,1,3,.,0.00151,0.00151
"Aphibarnrat, Kiradech",2016,3,350,1,4,5,1,-0.508,1,.,12,1,2,.,0.01213,0.01213
"Aphibarnrat, Kiradech",2016,3,350,1,4,5,1,-0.508,1,.,12,1,1,.,0.12645,0.12645
"Aphibarnrat, Kiradech",2016,3,350,1,4,5,1,-0.508,1,.,12,1,0,.,0.77573,0.77573
"Aphibarnrat, Kiradech",2016,3,350,1,4,5,1,-0.508,1,.,12,1,-1,.,0.99345,0.99345
"Aphibarnrat, Kiradech",2016,4,240,1,3,3,0,-0.508,1,.,12,1,3,.,0.00469,0.00469
"Aphibarnrat, Kiradech",2016,4,240,1,3,3,0,-0.508,1,.,12,1,2,.,0.03676,0.03676
"Aphibarnrat, Kiradech",2016,4,240,1,3,3,0,-0.508,1,.,12,1,1,.,0.31029,0.31029
"Aphibarnrat, Kiradech",2016,4,240,1,3,3,0,-0.508,1,.,12,1,0,.,0.91489,0.91489
"Aphibarnrat, Kiradech",2016,4,240,1,3,3,0,-0.508,1,.,12,1,-1,.,0.99788,0.99788
"Aphibarnrat, Kiradech",2016,5,455,1,4,5,1,-0.508,1,.,12,1,3,.,0.00347,0.00347
"Aphibarnrat, Kiradech",2016,5,455,1,4,5,1,-0.508,1,.,12,1,2,.,0.02744,0.02744
"Aphibarnrat, Kiradech",2016,5,455,1,4,5,1,-0.508,1,.,12,1,1,.,0.24955,0.24955
"Aphibarnrat, Kiradech",2016,5,455,1,4,5,1,-0.508,1,.,12,1,0,.,0.88822,0.88822
"Aphibarnrat, Kiradech",2016,5,455,1,4,5,1,-0.508,1,.,12,1,-1,.,0.99714,0.99714
"Aphibarnrat, Kiradech",2016,6,180,1,3,3,0,-0.508,1,.,12,1,3,.,0.00282,0.00282
"Aphibarnrat, Kiradech",2016,6,180,1,3,3,0,-0.508,1,.,12,1,2,.,0.02236,0.02236
"Aphibarnrat, Kiradech",2016,6,180,1,3,3,0,-0.508,1,.,12,1,1,.,0.21239,0.21239
"Aphibarnrat, Kiradech",2016,6,180,1,3,3,0,-0.508,1,.,12,1,0,.,0.86566,0.86566
"Aphibarnrat, Kiradech",2016,6,180,1,3,3,0,-0.508,1,.,12,1,-1,.,0.99647,0.99647
"Aphibarnrat, Kiradech",2016,7,450,1,4,5,1,-0.508,1,.,12,1,3,.,0.00387,0.00387
"Aphibarnrat, Kiradech",2016,7,450,1,4,5,1,-0.508,1,.,12,1,2,.,0.03052,0.03052
"Aphibarnrat, Kiradech",2016,7,450,1,4,5,1,-0.508,1,.,12,1,1,.,0.27068,0.27068
"Aphibarnrat, Kiradech",2016,7,450,1,4,5,1,-0.508,1,.,12,1,0,.,0.89867,0.89867
"Aphibarnrat, Kiradech",2016,7,450,1,4,5,1,-0.508,1,.,12,1,-1,.,0.99744,0.99744
"Aphibarnrat, Kiradech",2016,8,570,1,5,6,1,-0.508,1,.,12,1,3,.,0.00114,0.00114
"Aphibarnrat, Kiradech",2016,8,570,1,5,6,1,-0.508,1,.,12,1,2,.,0.00919,0.00919
"Aphibarnrat, Kiradech",2016,8,570,1,5,6,1,-0.508,1,.,12,1,1,.,0.09858,0.09858
"Aphibarnrat, Kiradech",2016,8,570,1,5,6,1,-0.508,1,.,12,1,0,.,0.72323,0.72323
"Aphibarnrat, Kiradech",2016,8,570,1,5,6,1,-0.508,1,.,12,1,-1,.,0.99135,0.99135
"Aphibarnrat, Kiradech",2016,9,460,1,4,4,0,-0.508,1,.,12,1,3,.,0.00259,0.00259
"Aphibarnrat, Kiradech",2016,9,460,1,4,4,0,-0.508,1,.,12,1,2,.,0.02058,0.02058
"Aphibarnrat, Kiradech",2016,9,460,1,4,4,0,-0.508,1,.,12,1,1,.,0.19855,0.19855
"Aphibarnrat, Kiradech",2016,9,460,1,4,4,0,-0.508,1,.,12,1,0,.,0.85549,0.85549
"Aphibarnrat, Kiradech",2016,9,460,1,4,4,0,-0.508,1,.,12,1,-1,.,0.99616,0.99616
"Aphibarnrat, Kiradech",2016,10,495,1,4,4,0,-0.508,1,.,12,1,3,.,0.00448,0.00448
"Aphibarnrat, Kiradech",2016,10,495,1,4,4,0,-0.508,1,.,12,1,2,.,0.03521,0.03521
"Aphibarnrat, Kiradech",2016,10,495,1,4,4,0,-0.508,1,.,12,1,1,.,0.3008,0.3008
"Aphibarnrat, Kiradech",2016,10,495,1,4,4,0,-0.508,1,.,12,1,0,.,0.91135,0.91135
"Aphibarnrat, Kiradech",2016,10,495,1,4,4,0,-0.508,1,.,12,1,-1,.,0.99779,0.99779
"Aphibarnrat, Kiradech",2016,11,505,1,4,4,0,-0.508,1,.,12,1,3,.,0.0088,0.0088
"Aphibarnrat, Kiradech",2016,11,505,1,4,4,0,-0.508,1,.,12,1,2,.,0.06712,0.06712
"Aphibarnrat, Kiradech",2016,11,505,1,4,4,0,-0.508,1,.,12,1,1,.,0.45889,0.45889
"Aphibarnrat, Kiradech",2016,11,505,1,4,4,0,-0.508,1,.,12,1,0,.,0.95297,0.95297
"Aphibarnrat, Kiradech",2016,11,505,1,4,4,0,-0.508,1,.,12,1,-1,.,0.99888,0.99888
"Aphibarnrat, Kiradech",2016,12,155,1,3,3,0,-0.508,1,.,12,1,3,.,0.00472,0.00472
"Aphibarnrat, Kiradech",2016,12,155,1,3,3,0,-0.508,1,.,12,1,2,.,0.03703,0.03703
"Aphibarnrat, Kiradech",2016,12,155,1,3,3,0,-0.508,1,.,12,1,1,.,0.31189,0.31189
"Aphibarnrat, Kiradech",2016,12,155,1,3,3,0,-0.508,1,.,12,1,0,.,0.91547,0.91547
"Aphibarnrat, Kiradech",2016,12,155,1,3,3,0,-0.508,1,.,12,1,-1,.,0.9979,0.9979
"Aphibarnrat, Kiradech",2016,13,510,1,5,3,-2,-0.508,1,.,12,1,3,.,0.00059,0.00059
"Aphibarnrat, Kiradech",2016,13,510,1,5,3,-2,-0.508,1,.,12,1,2,.,0.00474,0.00474
"Aphibarnrat, Kiradech",2016,13,510,1,5,3,-2,-0.508,1,.,12,1,1,.,0.05315,0.05315
"Aphibarnrat, Kiradech",2016,13,510,1,5,3,-2,-0.508,1,.,12,1,0,.,0.57291,0.57291
"Aphibarnrat, Kiradech",2016,13,510,1,5,3,-2,-0.508,1,.,12,1,-1,.,0.98329,0.98329
"Aphibarnrat, Kiradech",2016,14,440,1,4,4,0,-0.508,1,.,12,1,3,.,0.00355,0.00355
"Aphibarnrat, Kiradech",2016,14,440,1,4,4,0,-0.508,1,.,12,1,2,.,0.02809,0.02809
"Aphibarnrat, Kiradech",2016,14,440,1,4,4,0,-0.508,1,.,12,1,1,.,0.2541,0.2541
"Aphibarnrat, Kiradech",2016,14,440,1,4,4,0,-0.508,1,.,12,1,0,.,0.89059,0.89059
"Aphibarnrat, Kiradech",2016,14,440,1,4,4,0,-0.508,1,.,12,1,-1,.,0.99721,0.99721
"Aphibarnrat, Kiradech",2016,15,530,1,5,4,-1,-0.508,1,.,12,1,3,.,0.00063,0.00063
"Aphibarnrat, Kiradech",2016,15,530,1,5,4,-1,-0.508,1,.,12,1,2,.,0.00506,0.00506
"Aphibarnrat, Kiradech",2016,15,530,1,5,4,-1,-0.508,1,.,12,1,1,.,0.05658,0.05658
"Aphibarnrat, Kiradech",2016,15,530,1,5,4,-1,-0.508,1,.,12,1,0,.,0.58898,0.58898
"Aphibarnrat, Kiradech",2016,15,530,1,5,4,-1,-0.508,1,.,12,1,-1,.,0.98434,0.98434
"Aphibarnrat, Kiradech",2016,16,170,1,3,3,0,-0.508,1,.,12,1,3,.,0.00227,0.00227
"Aphibarnrat, Kiradech",2016,16,170,1,3,3,0,-0.508,1,.,12,1,2,.,0.01807,0.01807
"Aphibarnrat, Kiradech",2016,16,170,1,3,3,0,-0.508,1,.,12,1,1,.,0.17829,0.17829
"Aphibarnrat, Kiradech",2016,16,170,1,3,3,0,-0.508,1,.,12,1,0,.,0.83832,0.83832
"Aphibarnrat, Kiradech",2016,16,170,1,3,3,0,-0.508,1,.,12,1,-1,.,0.99562,0.99562
"Aphibarnrat, Kiradech",2016,17,440,1,4,3,-1,-0.508,1,.,12,1,3,.,0.00542,0.00542
"Aphibarnrat, Kiradech",2016,17,440,1,4,3,-1,-0.508,1,.,12,1,2,.,0.0423,0.0423
"Aphibarnrat, Kiradech",2016,17,440,1,4,3,-1,-0.508,1,.,12,1,1,.,0.34241,0.34241
"Aphibarnrat, Kiradech",2016,17,440,1,4,3,-1,-0.508,1,.,12,1,0,.,0.92561,0.92561
"Aphibarnrat, Kiradech",2016,17,440,1,4,3,-1,-0.508,1,.,12,1,-1,.,0.99817,0.99817
"Aphibarnrat, Kiradech",2016,18,465,1,4,4,0,-0.508,1,.,12,1,3,.,0.00866,0.00866
"Aphibarnrat, Kiradech",2016,18,465,1,4,4,0,-0.508,1,.,12,1,2,.,0.06609,0.06609
"Aphibarnrat, Kiradech",2016,18,465,1,4,4,0,-0.508,1,.,12,1,1,.,0.45481,0.45481
"Aphibarnrat, Kiradech",2016,18,465,1,4,4,0,-0.508,1,.,12,1,0,.,0.95223,0.95223
"Aphibarnrat, Kiradech",2016,18,465,1,4,4,0,-0.508,1,.,12,1,-1,.,0.99886,0.99886
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,-0.508,1,.,12,1,3,.,0.00498,0.00498
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,-0.508,1,.,12,1,2,.,0.039,0.039
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,-0.508,1,.,12,1,1,.,0.32357,0.32357
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,-0.508,1,.,12,1,0,.,0.91955,0.91955
"Aphibarnrat, Kiradech",2016,1,445,2,4,4,0,-0.508,1,.,12,1,-1,.,0.99801,0.99801
"Aphibarnrat, Kiradech",2016,2,575,2,5,4,-1,-0.508,1,.,12,1,3,.,0.00059,0.00059
"Aphibarnrat, Kiradech",2016,2,575,2,5,4,-1,-0.508,1,.,12,1,2,.,0.00474,0.00474
"Aphibarnrat, Kiradech",2016,2,575,2,5,4,-1,-0.508,1,.,12,1,1,.,0.05313,0.05313
"Aphibarnrat, Kiradech",2016,2,575,2,5,4,-1,-0.508,1,.,12,1,0,.,0.57281,0.57281
"Aphibarnrat, Kiradech",2016,2,575,2,5,4,-1,-0.508,1,.,12,1,-1,.,0.98328,0.98328
"Aphibarnrat, Kiradech",2016,3,350,2,4,4,0,-0.508,1,.,12,1,3,.,0.00372,0.00372
"Aphibarnrat, Kiradech",2016,3,350,2,4,4,0,-0.508,1,.,12,1,2,.,0.02936,0.02936
"Aphibarnrat, Kiradech",2016,3,350,2,4,4,0,-0.508,1,.,12,1,1,.,0.26281,0.26281
"Aphibarnrat, Kiradech",2016,3,350,2,4,4,0,-0.508,1,.,12,1,0,.,0.89495,0.89495
"Aphibarnrat, Kiradech",2016,3,350,2,4,4,0,-0.508,1,.,12,1,-1,.,0.99733,0.99733
"Aphibarnrat, Kiradech",2016,4,240,2,3,4,1,-0.508,1,.,12,1,3,.,0.00777,0.00777
"Aphibarnrat, Kiradech",2016,4,240,2,3,4,1,-0.508,1,.,12,1,2,.,0.05968,0.05968
"Aphibarnrat, Kiradech",2016,4,240,2,3,4,1,-0.508,1,.,12,1,1,.,0.42797,0.42797
"Aphibarnrat, Kiradech",2016,4,240,2,3,4,1,-0.508,1,.,12,1,0,.,0.94703,0.94703
"Aphibarnrat, Kiradech",2016,4,240,2,3,4,1,-0.508,1,.,12,1,-1,.,0.99873,0.99873
"Aphibarnrat, Kiradech",2016,5,455,2,4,5,1,-0.508,1,.,12,1,3,.,0.00311,0.00311
"Aphibarnrat, Kiradech",2016,5,455,2,4,5,1,-0.508,1,.,12,1,2,.,0.02468,0.02468
"Aphibarnrat, Kiradech",2016,5,455,2,4,5,1,-0.508,1,.,12,1,1,.,0.22977,0.22977
"Aphibarnrat, Kiradech",2016,5,455,2,4,5,1,-0.508,1,.,12,1,0,.,0.87697,0.87697
"Aphibarnrat, Kiradech",2016,5,455,2,4,5,1,-0.508,1,.,12,1,-1,.,0.99681,0.99681
"Aphibarnrat, Kiradech",2016,6,180,2,3,3,0,-0.508,1,.,12,1,3,.,0.00434,0.00434
"Aphibarnrat, Kiradech",2016,6,180,2,3,3,0,-0.508,1,.,12,1,2,.,0.03411,0.03411
"Aphibarnrat, Kiradech",2016,6,180,2,3,3,0,-0.508,1,.,12,1,1,.,0.29392,0.29392
"Aphibarnrat, Kiradech",2016,6,180,2,3,3,0,-0.508,1,.,12,1,0,.,0.90865,0.90865
"Aphibarnrat, Kiradech",2016,6,180,2,3,3,0,-0.508,1,.,12,1,-1,.,0.99771,0.99771
"Aphibarnrat, Kiradech",2016,7,450,2,4,4,0,-0.508,1,.,12,1,3,.,0.00794,0.00794
"Aphibarnrat, Kiradech",2016,7,450,2,4,4,0,-0.508,1,.,12,1,2,.,0.06085,0.06085
"Aphibarnrat, Kiradech",2016,7,450,2,4,4,0,-0.508,1,.,12,1,1,.,0.43305,0.43305
"Aphibarnrat, Kiradech",2016,7,450,2,4,4,0,-0.508,1,.,12,1,0,.,0.94806,0.94806
"Aphibarnrat, Kiradech",2016,7,450,2,4,4,0,-0.508,1,.,12,1,-1,.,0.99875,0.99875
"Aphibarnrat, Kiradech",2016,8,570,2,5,4,-1,-0.508,1,.,12,1,3,.,0.00067,0.00067
"Aphibarnrat, Kiradech",2016,8,570,2,5,4,-1,-0.508,1,.,12,1,2,.,0.00541,0.00541
"Aphibarnrat, Kiradech",2016,8,570,2,5,4,-1,-0.508,1,.,12,1,1,.,0.0603,0.0603
"Aphibarnrat, Kiradech",2016,8,570,2,5,4,-1,-0.508,1,.,12,1,0,.,0.60528,0.60528
"Aphibarnrat, Kiradech",2016,8,570,2,5,4,-1,-0.508,1,.,12,1,-1,.,0.98535,0.98535
"Aphibarnrat, Kiradech",2016,9,460,2,4,4,0,-0.508,1,.,12,1,3,.,0.00304,0.00304
