"name","rank","freq","prob"
"Hoffman, Charley",10,193,0.0193
"Oosthuizen, Louis",10,190,0.019
"Garcia, Sergio",10,181,0.0181
"Holmes, J.B.",10,180,0.018
"Donaldson, Jamie",10,179,0.0179
"Horschel, Billy",10,174,0.0174
"Leishman, Marc",10,168,0.0168
"Willett, Danny",10,167,0.0167
"Na, Kevin",10,161,0.0161
"Haas, Bill",10,160,0.016
"Johnson, Zach",10,154,0.0154
"Simpson, Webb",10,153,0.0153
"Dufner, Jason",10,149,0.0149
"Koepka, Brooks",10,146,0.0146
"Kjeldsen, Soren",10,135,0.0135
"Berger, Daniel",10,132,0.0132
"Kaymer, Martin",10,126,0.0126
"Taylor, Vaughn",10,120,0.012
"Knox, Russell",10,114,0.0114
"Lowry, Shane",10,109,0.0109
"McDowell, Graeme",10,108,0.0108
"Bradley, Keegan",10,101,0.0101
"Grillo, Emiliano",10,100,0.01
"Singh, Vijay",10,99,0.0099
"Poulter, Ian",10,97,0.0097
"Kisner, Kevin",10,97,0.0097
"English, Harris",10,94,0.0094
"Lingmerth, David",10,93,0.0093
"Els, Ernie",10,88,0.0088
"Kaufman, Smylie",10,87,0.0087
"Streelman, Kevin",10,86,0.0086
"Jaidee, Thongchai",10,79,0.0079
"Wiesberger, Bernd",10,78,0.0078
"Fitzpatrick, Matthew",10,76,0.0076
"DeChambeau, Bryson",10,76,0.0076
"Sullivan, Andy",10,75,0.0075
"Lee, Danny",10,73,0.0073
"Thomas, Justin",10,72,0.0072
"An, Byeong Hun",10,71,0.0071
"Piercy, Scott",10,69,0.0069
"Gomez, Fabian",10,68,0.0068
"Cabrera, Angel",10,67,0.0067
"Mahan, Hunter",10,64,0.0064
"Herman, Jim",10,59,0.0059
"Wood, Chris",10,56,0.0056
"Lahiri, Anirban",10,53,0.0053
"Streb, Robert",10,48,0.0048
"Merritt, Troy",10,37,0.0037
"Aphibarnrat, Kiradech",10,35,0.0035
"Langer, Bernhard",10,33,0.0033
"Smith, Cameron",10,28,0.0028
"Dubuisson, Victor",10,24,0.0024
"Love III, Davis",10,24,0.0024
"Westwood, Lee",10,22,0.0022
"Immelman, Trevor",10,9,9e-04
"Clarke, Darren",10,5,5e-04
"Bowditch, Steven",10,1,1e-04
"McIlroy, Rory",11,322,0.0322
"Kuchar, Matt",11,290,0.029
"Day, Jason",11,279,0.0279
"Johnson, Dustin",11,276,0.0276
"Casey, Paul",11,276,0.0276
"Matsuyama, Hideki",11,273,0.0273
"Fowler, Rickie",11,272,0.0272
"Mickelson, Phil",11,271,0.0271
"Spieth, Jordan",11,270,0.027
"Rose, Justin",11,268,0.0268
"Scott, Adam",11,264,0.0264
"Moore, Ryan",11,234,0.0234
"Watson, Bubba",11,231,0.0231
"Schwartzel, Charl",11,228,0.0228
"Grace, Branden",11,216,0.0216
"Snedeker, Brandt",11,214,0.0214
"Reed, Patrick",11,214,0.0214
"Walker, Jimmy",11,206,0.0206
"Stenson, Henrik",11,203,0.0203
"Cabrera Bello, Rafa",11,199,0.0199
"Hoffman, Charley",11,191,0.0191
"Kirk, Chris",11,188,0.0188
"Haas, Bill",11,187,0.0187
"Donaldson, Jamie",11,182,0.0182
"Oosthuizen, Louis",11,176,0.0176
"Garcia, Sergio",11,174,0.0174
"Horschel, Billy",11,172,0.0172
"Leishman, Marc",11,171,0.0171
"Na, Kevin",11,169,0.0169
"Dufner, Jason",11,168,0.0168
"Willett, Danny",11,165,0.0165
"Berger, Daniel",11,160,0.016
"Simpson, Webb",11,157,0.0157
"Johnson, Zach",11,156,0.0156
"Koepka, Brooks",11,146,0.0146
"Kjeldsen, Soren",11,146,0.0146
"Kaymer, Martin",11,142,0.0142
"Holmes, J.B.",11,136,0.0136
"Lowry, Shane",11,118,0.0118
"Bradley, Keegan",11,117,0.0117
"Taylor, Vaughn",11,114,0.0114
"DeChambeau, Bryson",11,105,0.0105
"English, Harris",11,105,0.0105
"Kisner, Kevin",11,104,0.0104
"Els, Ernie",11,99,0.0099
"Singh, Vijay",11,99,0.0099
"Grillo, Emiliano",11,97,0.0097
"Thomas, Justin",11,96,0.0096
"Kaufman, Smylie",11,94,0.0094
"Knox, Russell",11,93,0.0093
"Streelman, Kevin",11,92,0.0092
"Lingmerth, David",11,88,0.0088
"Poulter, Ian",11,83,0.0083
"McDowell, Graeme",11,82,0.0082
"Lahiri, Anirban",11,82,0.0082
"Wiesberger, Bernd",11,81,0.0081
"Wood, Chris",11,79,0.0079
"Lee, Danny",11,76,0.0076
"Sullivan, Andy",11,76,0.0076
"Cabrera, Angel",11,76,0.0076
"An, Byeong Hun",11,73,0.0073
"Jaidee, Thongchai",11,71,0.0071
"Piercy, Scott",11,71,0.0071
"Mahan, Hunter",11,69,0.0069
"Fitzpatrick, Matthew",11,65,0.0065
"Gomez, Fabian",11,64,0.0064
"Streb, Robert",11,55,0.0055
"Herman, Jim",11,47,0.0047
"Merritt, Troy",11,47,0.0047
"Langer, Bernhard",11,35,0.0035
"Dubuisson, Victor",11,32,0.0032
"Westwood, Lee",11,31,0.0031
"Aphibarnrat, Kiradech",11,26,0.0026
"Love III, Davis",11,25,0.0025
"Smith, Cameron",11,18,0.0018
"Immelman, Trevor",11,8,8e-04
"Clarke, Darren",11,3,3e-04
"Fowler, Rickie",12,287,0.0287
"Rose, Justin",12,272,0.0272
"Casey, Paul",12,262,0.0262
"Spieth, Jordan",12,260,0.026
"Scott, Adam",12,255,0.0255
"Watson, Bubba",12,252,0.0252
"McIlroy, Rory",12,251,0.0251
"Mickelson, Phil",12,249,0.0249
"Day, Jason",12,239,0.0239
"Johnson, Dustin",12,238,0.0238
"Matsuyama, Hideki",12,234,0.0234
"Moore, Ryan",12,228,0.0228
"Kuchar, Matt",12,222,0.0222
"Schwartzel, Charl",12,216,0.0216
"Walker, Jimmy",12,214,0.0214
"Snedeker, Brandt",12,212,0.0212
"Stenson, Henrik",12,209,0.0209
"Grace, Branden",12,203,0.0203
"Oosthuizen, Louis",12,197,0.0197
"Leishman, Marc",12,192,0.0192
"Haas, Bill",12,189,0.0189
"Simpson, Webb",12,188,0.0188
"Kirk, Chris",12,185,0.0185
"Reed, Patrick",12,185,0.0185
"Garcia, Sergio",12,179,0.0179
"Cabrera Bello, Rafa",12,177,0.0177
"Horschel, Billy",12,174,0.0174
"Donaldson, Jamie",12,170,0.017
"Koepka, Brooks",12,167,0.0167
"Hoffman, Charley",12,167,0.0167
"Holmes, J.B.",12,159,0.0159
"Na, Kevin",12,158,0.0158
"Willett, Danny",12,155,0.0155
"Dufner, Jason",12,155,0.0155
"Johnson, Zach",12,151,0.0151
"Kaymer, Martin",12,148,0.0148
"Kjeldsen, Soren",12,140,0.014
"Singh, Vijay",12,126,0.0126
"Bradley, Keegan",12,126,0.0126
"Berger, Daniel",12,123,0.0123
"Poulter, Ian",12,122,0.0122
"Streelman, Kevin",12,118,0.0118
"English, Harris",12,116,0.0116
"Knox, Russell",12,112,0.0112
"Kisner, Kevin",12,109,0.0109
"Taylor, Vaughn",12,108,0.0108
"Lowry, Shane",12,105,0.0105
"Els, Ernie",12,102,0.0102
"Grillo, Emiliano",12,96,0.0096
"Thomas, Justin",12,95,0.0095
"Wiesberger, Bernd",12,93,0.0093
"Kaufman, Smylie",12,92,0.0092
"McDowell, Graeme",12,84,0.0084
"Lingmerth, David",12,84,0.0084
"DeChambeau, Bryson",12,83,0.0083
"Piercy, Scott",12,82,0.0082
"Fitzpatrick, Matthew",12,81,0.0081
"Wood, Chris",12,80,0.008
"Cabrera, Angel",12,80,0.008
"Sullivan, Andy",12,79,0.0079
"Gomez, Fabian",12,76,0.0076
"An, Byeong Hun",12,75,0.0075
"Lee, Danny",12,72,0.0072
"Lahiri, Anirban",12,72,0.0072
"Jaidee, Thongchai",12,67,0.0067
"Mahan, Hunter",12,60,0.006
"Herman, Jim",12,58,0.0058
"Streb, Robert",12,55,0.0055
"Merritt, Troy",12,44,0.0044
"Langer, Bernhard",12,38,0.0038
"Westwood, Lee",12,37,0.0037
"Aphibarnrat, Kiradech",12,35,0.0035
"Dubuisson, Victor",12,34,0.0034
"Smith, Cameron",12,30,0.003
"Love III, Davis",12,29,0.0029
"Immelman, Trevor",12,6,6e-04
"Clarke, Darren",12,5,5e-04
"Scott, Adam",13,275,0.0275
"Matsuyama, Hideki",13,258,0.0258
"Casey, Paul",13,257,0.0257
"Johnson, Dustin",13,252,0.0252
"Spieth, Jordan",13,251,0.0251
"Mickelson, Phil",13,245,0.0245
"Rose, Justin",13,242,0.0242
"Fowler, Rickie",13,240,0.024
"Day, Jason",13,238,0.0238
"Kuchar, Matt",13,238,0.0238
"Schwartzel, Charl",13,225,0.0225
"Watson, Bubba",13,225,0.0225
"Walker, Jimmy",13,224,0.0224
"Moore, Ryan",13,224,0.0224
"Snedeker, Brandt",13,220,0.022
"Stenson, Henrik",13,219,0.0219
"Reed, Patrick",13,202,0.0202
"McIlroy, Rory",13,198,0.0198
"Grace, Branden",13,196,0.0196
"Oosthuizen, Louis",13,186,0.0186
"Kirk, Chris",13,181,0.0181
"Koepka, Brooks",13,181,0.0181
"Cabrera Bello, Rafa",13,180,0.018
"Leishman, Marc",13,180,0.018
"Garcia, Sergio",13,179,0.0179
"Hoffman, Charley",13,177,0.0177
"Na, Kevin",13,175,0.0175
"Haas, Bill",13,174,0.0174
"Simpson, Webb",13,173,0.0173
"Willett, Danny",13,162,0.0162
"Dufner, Jason",13,157,0.0157
"Johnson, Zach",13,155,0.0155
"Kaymer, Martin",13,154,0.0154
"Kjeldsen, Soren",13,150,0.015
"Donaldson, Jamie",13,149,0.0149
"Berger, Daniel",13,148,0.0148
"Holmes, J.B.",13,147,0.0147
"Horschel, Billy",13,142,0.0142
"Singh, Vijay",13,126,0.0126
"Bradley, Keegan",13,120,0.012
"English, Harris",13,119,0.0119
"Taylor, Vaughn",13,119,0.0119
"Els, Ernie",13,119,0.0119
"Lowry, Shane",13,119,0.0119
"Grillo, Emiliano",13,118,0.0118
"Streelman, Kevin",13,110,0.011
"Knox, Russell",13,106,0.0106
"McDowell, Graeme",13,105,0.0105
"Kisner, Kevin",13,104,0.0104
"Lingmerth, David",13,103,0.0103
"Poulter, Ian",13,99,0.0099
"Fitzpatrick, Matthew",13,94,0.0094
"Thomas, Justin",13,94,0.0094
"DeChambeau, Bryson",13,93,0.0093
"Kaufman, Smylie",13,89,0.0089
"Lee, Danny",13,88,0.0088
"Wiesberger, Bernd",13,87,0.0087
"Piercy, Scott",13,83,0.0083
"Cabrera, Angel",13,82,0.0082
"Jaidee, Thongchai",13,82,0.0082
"Sullivan, Andy",13,82,0.0082
"Lahiri, Anirban",13,77,0.0077
"An, Byeong Hun",13,75,0.0075
"Mahan, Hunter",13,73,0.0073
"Gomez, Fabian",13,72,0.0072
"Wood, Chris",13,68,0.0068
"Streb, Robert",13,63,0.0063
"Herman, Jim",13,59,0.0059
"Merritt, Troy",13,47,0.0047
"Aphibarnrat, Kiradech",13,43,0.0043
"Langer, Bernhard",13,40,0.004
"Love III, Davis",13,38,0.0038
"Westwood, Lee",13,37,0.0037
"Smith, Cameron",13,32,0.0032
"Dubuisson, Victor",13,27,0.0027
"Immelman, Trevor",13,12,0.0012
"Clarke, Darren",13,6,6e-04
"Bowditch, Steven",13,1,1e-04
"Mickelson, Phil",14,252,0.0252
"McIlroy, Rory",14,241,0.0241
"Fowler, Rickie",14,237,0.0237
"Casey, Paul",14,234,0.0234
"Rose, Justin",14,232,0.0232
"Matsuyama, Hideki",14,229,0.0229
"Kuchar, Matt",14,228,0.0228
"Moore, Ryan",14,225,0.0225
"Johnson, Dustin",14,224,0.0224
"Walker, Jimmy",14,220,0.022
"Schwartzel, Charl",14,218,0.0218
"Scott, Adam",14,214,0.0214
"Spieth, Jordan",14,212,0.0212
"Day, Jason",14,210,0.021
"Stenson, Henrik",14,204,0.0204
"Hoffman, Charley",14,204,0.0204
"Snedeker, Brandt",14,199,0.0199
"Watson, Bubba",14,197,0.0197
"Haas, Bill",14,193,0.0193
"Cabrera Bello, Rafa",14,191,0.0191
"Grace, Branden",14,191,0.0191
"Garcia, Sergio",14,191,0.0191
"Na, Kevin",14,182,0.0182
"Koepka, Brooks",14,181,0.0181
"Dufner, Jason",14,181,0.0181
"Oosthuizen, Louis",14,181,0.0181
"Reed, Patrick",14,179,0.0179
"Leishman, Marc",14,174,0.0174
"Kirk, Chris",14,172,0.0172
"Donaldson, Jamie",14,170,0.017
"Simpson, Webb",14,165,0.0165
"Horschel, Billy",14,158,0.0158
"Johnson, Zach",14,155,0.0155
"Berger, Daniel",14,152,0.0152
"Willett, Danny",14,145,0.0145
"Holmes, J.B.",14,143,0.0143
"Kjeldsen, Soren",14,137,0.0137
"Knox, Russell",14,132,0.0132
"Kaymer, Martin",14,129,0.0129
"Taylor, Vaughn",14,124,0.0124
"Bradley, Keegan",14,124,0.0124
"Grillo, Emiliano",14,123,0.0123
"Singh, Vijay",14,118,0.0118
"Kisner, Kevin",14,106,0.0106
"Els, Ernie",14,105,0.0105
"English, Harris",14,105,0.0105
"Poulter, Ian",14,103,0.0103
"Wiesberger, Bernd",14,103,0.0103
"Lowry, Shane",14,102,0.0102
"Streelman, Kevin",14,95,0.0095
"Cabrera, Angel",14,93,0.0093
"McDowell, Graeme",14,90,0.009
"Lee, Danny",14,89,0.0089
"Piercy, Scott",14,87,0.0087
"An, Byeong Hun",14,84,0.0084
"Kaufman, Smylie",14,83,0.0083
"Lingmerth, David",14,81,0.0081
"Sullivan, Andy",14,79,0.0079
"Jaidee, Thongchai",14,78,0.0078
"Fitzpatrick, Matthew",14,77,0.0077
"Mahan, Hunter",14,77,0.0077
"DeChambeau, Bryson",14,77,0.0077
"Thomas, Justin",14,72,0.0072
"Lahiri, Anirban",14,68,0.0068
"Gomez, Fabian",14,67,0.0067
"Wood, Chris",14,64,0.0064
"Streb, Robert",14,59,0.0059
"Herman, Jim",14,59,0.0059
"Langer, Bernhard",14,41,0.0041
"Westwood, Lee",14,39,0.0039
"Love III, Davis",14,39,0.0039
"Merritt, Troy",14,38,0.0038
"Smith, Cameron",14,36,0.0036
"Dubuisson, Victor",14,36,0.0036
"Aphibarnrat, Kiradech",14,35,0.0035
"Immelman, Trevor",14,17,0.0017
"Clarke, Darren",14,2,2e-04
"Fowler, Rickie",15,256,0.0256
"Casey, Paul",15,238,0.0238
"Kuchar, Matt",15,236,0.0236
"Johnson, Dustin",15,232,0.0232
"Rose, Justin",15,232,0.0232
"Grace, Branden",15,220,0.022
"Scott, Adam",15,218,0.0218
"Schwartzel, Charl",15,218,0.0218
"Watson, Bubba",15,217,0.0217
"McIlroy, Rory",15,214,0.0214
"Moore, Ryan",15,214,0.0214
"Kirk, Chris",15,212,0.0212
"Spieth, Jordan",15,209,0.0209
"Day, Jason",15,206,0.0206
"Matsuyama, Hideki",15,203,0.0203
"Walker, Jimmy",15,201,0.0201
"Snedeker, Brandt",15,197,0.0197
"Hoffman, Charley",15,197,0.0197
"Mickelson, Phil",15,196,0.0196
"Cabrera Bello, Rafa",15,193,0.0193
"Oosthuizen, Louis",15,187,0.0187
"Haas, Bill",15,187,0.0187
"Horschel, Billy",15,186,0.0186
"Stenson, Henrik",15,183,0.0183
"Leishman, Marc",15,181,0.0181
"Reed, Patrick",15,178,0.0178
"Dufner, Jason",15,173,0.0173
"Johnson, Zach",15,172,0.0172
"Willett, Danny",15,171,0.0171
"Koepka, Brooks",15,170,0.017
"Donaldson, Jamie",15,167,0.0167
"Na, Kevin",15,163,0.0163
"Holmes, J.B.",15,162,0.0162
"Garcia, Sergio",15,159,0.0159
"Simpson, Webb",15,155,0.0155
"Kaymer, Martin",15,144,0.0144
"Berger, Daniel",15,142,0.0142
"Bradley, Keegan",15,139,0.0139
"Kjeldsen, Soren",15,136,0.0136
"Grillo, Emiliano",15,132,0.0132
"Wiesberger, Bernd",15,130,0.013
"Kisner, Kevin",15,129,0.0129
"Knox, Russell",15,120,0.012
"Singh, Vijay",15,119,0.0119
"Lowry, Shane",15,118,0.0118
"Taylor, Vaughn",15,115,0.0115
"Kaufman, Smylie",15,112,0.0112
"Els, Ernie",15,111,0.0111
"McDowell, Graeme",15,111,0.0111
"English, Harris",15,107,0.0107
"DeChambeau, Bryson",15,107,0.0107
"Fitzpatrick, Matthew",15,97,0.0097
"Lingmerth, David",15,97,0.0097
"Poulter, Ian",15,96,0.0096
"Cabrera, Angel",15,95,0.0095
"Piercy, Scott",15,94,0.0094
"Lee, Danny",15,93,0.0093
"Thomas, Justin",15,93,0.0093
"Sullivan, Andy",15,88,0.0088
"Streelman, Kevin",15,88,0.0088
"Jaidee, Thongchai",15,87,0.0087
"Wood, Chris",15,83,0.0083
"An, Byeong Hun",15,82,0.0082
"Streb, Robert",15,78,0.0078
"Lahiri, Anirban",15,75,0.0075
"Mahan, Hunter",15,74,0.0074
"Gomez, Fabian",15,65,0.0065
"Merritt, Troy",15,64,0.0064
"Herman, Jim",15,62,0.0062
"Westwood, Lee",15,55,0.0055
"Dubuisson, Victor",15,50,0.005
"Love III, Davis",15,44,0.0044
"Langer, Bernhard",15,43,0.0043
"Smith, Cameron",15,41,0.0041
"Aphibarnrat, Kiradech",15,38,0.0038
"Immelman, Trevor",15,11,0.0011
"Clarke, Darren",15,4,4e-04
"Reed, Patrick",16,238,0.0238
"Rose, Justin",16,228,0.0228
"Fowler, Rickie",16,222,0.0222
"Scott, Adam",16,222,0.0222
"Casey, Paul",16,221,0.0221
"Johnson, Dustin",16,215,0.0215
"Schwartzel, Charl",16,213,0.0213
"Moore, Ryan",16,211,0.0211
"Matsuyama, Hideki",16,210,0.021
"Spieth, Jordan",16,210,0.021
"Kuchar, Matt",16,208,0.0208
"Grace, Branden",16,206,0.0206
"Mickelson, Phil",16,205,0.0205
"Walker, Jimmy",16,202,0.0202
"Cabrera Bello, Rafa",16,202,0.0202
"Snedeker, Brandt",16,199,0.0199
"McIlroy, Rory",16,198,0.0198
"Stenson, Henrik",16,198,0.0198
"Oosthuizen, Louis",16,194,0.0194
"Willett, Danny",16,191,0.0191
"Hoffman, Charley",16,183,0.0183
"Day, Jason",16,183,0.0183
"Watson, Bubba",16,181,0.0181
"Kirk, Chris",16,181,0.0181
"Na, Kevin",16,180,0.018
"Leishman, Marc",16,178,0.0178
"Garcia, Sergio",16,177,0.0177
"Dufner, Jason",16,176,0.0176
"Haas, Bill",16,174,0.0174
"Holmes, J.B.",16,171,0.0171
"Donaldson, Jamie",16,168,0.0168
"Simpson, Webb",16,167,0.0167
"Horschel, Billy",16,166,0.0166
"Koepka, Brooks",16,166,0.0166
"Johnson, Zach",16,158,0.0158
"Kjeldsen, Soren",16,141,0.0141
"Kaymer, Martin",16,138,0.0138
"Berger, Daniel",16,138,0.0138
"Thomas, Justin",16,135,0.0135
"Taylor, Vaughn",16,133,0.0133
"Singh, Vijay",16,131,0.0131
"Els, Ernie",16,129,0.0129
"Poulter, Ian",16,124,0.0124
"English, Harris",16,122,0.0122
"Grillo, Emiliano",16,122,0.0122
"Kisner, Kevin",16,122,0.0122
"Bradley, Keegan",16,120,0.012
"Knox, Russell",16,113,0.0113
"Lowry, Shane",16,109,0.0109
"Streelman, Kevin",16,107,0.0107
"Wood, Chris",16,103,0.0103
"McDowell, Graeme",16,99,0.0099
"Cabrera, Angel",16,99,0.0099
"Fitzpatrick, Matthew",16,98,0.0098
"Lingmerth, David",16,97,0.0097
"Lee, Danny",16,95,0.0095
"Kaufman, Smylie",16,94,0.0094
"Wiesberger, Bernd",16,89,0.0089
"Jaidee, Thongchai",16,87,0.0087
"An, Byeong Hun",16,87,0.0087
"Gomez, Fabian",16,84,0.0084
"Mahan, Hunter",16,84,0.0084
"Piercy, Scott",16,82,0.0082
"Sullivan, Andy",16,80,0.008
"Lahiri, Anirban",16,76,0.0076
"DeChambeau, Bryson",16,74,0.0074
"Streb, Robert",16,74,0.0074
"Merritt, Troy",16,58,0.0058
"Langer, Bernhard",16,54,0.0054
"Herman, Jim",16,52,0.0052
"Westwood, Lee",16,48,0.0048
"Aphibarnrat, Kiradech",16,46,0.0046
"Dubuisson, Victor",16,44,0.0044
"Smith, Cameron",16,37,0.0037
"Love III, Davis",16,34,0.0034
"Clarke, Darren",16,10,0.001
"Immelman, Trevor",16,9,9e-04
"Bowditch, Steven",16,2,2e-04
"Rose, Justin",17,218,0.0218
"Spieth, Jordan",17,212,0.0212
"Scott, Adam",17,207,0.0207
"Moore, Ryan",17,207,0.0207
"McIlroy, Rory",17,204,0.0204
"Johnson, Dustin",17,204,0.0204
"Casey, Paul",17,203,0.0203
"Kuchar, Matt",17,203,0.0203
"Watson, Bubba",17,202,0.0202
"Reed, Patrick",17,201,0.0201
"Fowler, Rickie",17,199,0.0199
"Matsuyama, Hideki",17,196,0.0196
"Schwartzel, Charl",17,191,0.0191
"Stenson, Henrik",17,191,0.0191
"Haas, Bill",17,190,0.019
"Horschel, Billy",17,186,0.0186
"Garcia, Sergio",17,185,0.0185
"Holmes, J.B.",17,182,0.0182
"Cabrera Bello, Rafa",17,182,0.0182
"Walker, Jimmy",17,182,0.0182
"Hoffman, Charley",17,182,0.0182
"Kirk, Chris",17,177,0.0177
"Oosthuizen, Louis",17,175,0.0175
"Koepka, Brooks",17,172,0.0172
"Donaldson, Jamie",17,171,0.0171
"Leishman, Marc",17,169,0.0169
"Dufner, Jason",17,168,0.0168
"Mickelson, Phil",17,168,0.0168
"Grace, Branden",17,166,0.0166
"Willett, Danny",17,165,0.0165
"Snedeker, Brandt",17,164,0.0164
"Johnson, Zach",17,161,0.0161
"Berger, Daniel",17,160,0.016
"Simpson, Webb",17,160,0.016
"Kaymer, Martin",17,146,0.0146
"Na, Kevin",17,143,0.0143
"Day, Jason",17,143,0.0143
"Singh, Vijay",17,127,0.0127
"Kisner, Kevin",17,126,0.0126
"Kjeldsen, Soren",17,126,0.0126
"Lowry, Shane",17,125,0.0125
"Knox, Russell",17,123,0.0123
"Taylor, Vaughn",17,123,0.0123
"Els, Ernie",17,122,0.0122
"Bradley, Keegan",17,120,0.012
"Grillo, Emiliano",17,119,0.0119
"English, Harris",17,117,0.0117
"Streelman, Kevin",17,117,0.0117
"Kaufman, Smylie",17,109,0.0109
"Poulter, Ian",17,109,0.0109
"Sullivan, Andy",17,107,0.0107
"Lingmerth, David",17,107,0.0107
"Lee, Danny",17,105,0.0105
"Jaidee, Thongchai",17,104,0.0104
"McDowell, Graeme",17,103,0.0103
"Thomas, Justin",17,101,0.0101
"Wiesberger, Bernd",17,94,0.0094
"Lahiri, Anirban",17,94,0.0094
"Gomez, Fabian",17,93,0.0093
"Piercy, Scott",17,92,0.0092
"DeChambeau, Bryson",17,91,0.0091
"An, Byeong Hun",17,90,0.009
"Mahan, Hunter",17,90,0.009
"Fitzpatrick, Matthew",17,88,0.0088
"Wood, Chris",17,87,0.0087
"Cabrera, Angel",17,86,0.0086
"Streb, Robert",17,86,0.0086
"Herman, Jim",17,61,0.0061
"Merritt, Troy",17,59,0.0059
"Langer, Bernhard",17,50,0.005
"Aphibarnrat, Kiradech",17,43,0.0043
"Westwood, Lee",17,41,0.0041
"Dubuisson, Victor",17,40,0.004
"Love III, Davis",17,40,0.004
"Smith, Cameron",17,29,0.0029
"Immelman, Trevor",17,19,0.0019
"Clarke, Darren",17,13,0.0013
"Bowditch, Steven",17,3,3e-04
"Kuchar, Matt",18,226,0.0226
"Schwartzel, Charl",18,215,0.0215
"Matsuyama, Hideki",18,209,0.0209
"Stenson, Henrik",18,207,0.0207
"Casey, Paul",18,207,0.0207
"Moore, Ryan",18,205,0.0205
"Rose, Justin",18,204,0.0204
"Reed, Patrick",18,203,0.0203
"Watson, Bubba",18,202,0.0202
"Snedeker, Brandt",18,202,0.0202
"Walker, Jimmy",18,201,0.0201
"Fowler, Rickie",18,200,0.02
"Kirk, Chris",18,194,0.0194
"Johnson, Dustin",18,192,0.0192
"McIlroy, Rory",18,192,0.0192
"Spieth, Jordan",18,190,0.019
"Grace, Branden",18,189,0.0189
"Leishman, Marc",18,184,0.0184
"Na, Kevin",18,178,0.0178
"Horschel, Billy",18,177,0.0177
"Scott, Adam",18,175,0.0175
"Cabrera Bello, Rafa",18,171,0.0171
"Haas, Bill",18,171,0.0171
"Oosthuizen, Louis",18,170,0.017
"Johnson, Zach",18,169,0.0169
"Donaldson, Jamie",18,166,0.0166
"Willett, Danny",18,166,0.0166
"Hoffman, Charley",18,166,0.0166
"Dufner, Jason",18,164,0.0164
"Garcia, Sergio",18,162,0.0162
"Mickelson, Phil",18,156,0.0156
"Kaymer, Martin",18,156,0.0156
"Berger, Daniel",18,154,0.0154
"Koepka, Brooks",18,154,0.0154
"Simpson, Webb",18,152,0.0152
"Holmes, J.B.",18,151,0.0151
"Day, Jason",18,151,0.0151
"Singh, Vijay",18,145,0.0145
"Kjeldsen, Soren",18,141,0.0141
"Taylor, Vaughn",18,139,0.0139
"McDowell, Graeme",18,133,0.0133
"Lowry, Shane",18,131,0.0131
"Lee, Danny",18,128,0.0128
"Poulter, Ian",18,127,0.0127
"Els, Ernie",18,125,0.0125
"Grillo, Emiliano",18,123,0.0123
"Streelman, Kevin",18,118,0.0118
"Knox, Russell",18,116,0.0116
"Kisner, Kevin",18,115,0.0115
"Bradley, Keegan",18,115,0.0115
"Mahan, Hunter",18,111,0.0111
"Lingmerth, David",18,110,0.011
"Cabrera, Angel",18,110,0.011
"Thomas, Justin",18,109,0.0109
"Lahiri, Anirban",18,108,0.0108
"English, Harris",18,105,0.0105
"Kaufman, Smylie",18,104,0.0104
"Wiesberger, Bernd",18,100,0.01
"Wood, Chris",18,96,0.0096
"DeChambeau, Bryson",18,96,0.0096
"Jaidee, Thongchai",18,95,0.0095
"Fitzpatrick, Matthew",18,95,0.0095
"Piercy, Scott",18,86,0.0086
"Streb, Robert",18,81,0.0081
"Sullivan, Andy",18,80,0.008
"Gomez, Fabian",18,78,0.0078
"Herman, Jim",18,71,0.0071
"Merritt, Troy",18,67,0.0067
"An, Byeong Hun",18,67,0.0067
"Westwood, Lee",18,65,0.0065
"Love III, Davis",18,58,0.0058
"Langer, Bernhard",18,54,0.0054
"Aphibarnrat, Kiradech",18,49,0.0049
"Dubuisson, Victor",18,43,0.0043
"Smith, Cameron",18,43,0.0043
"Immelman, Trevor",18,18,0.0018
"Clarke, Darren",18,9,9e-04
"Bowditch, Steven",18,2,2e-04
"Walker, Jimmy",19,206,0.0206
"Matsuyama, Hideki",19,205,0.0205
"Stenson, Henrik",19,202,0.0202
"Casey, Paul",19,196,0.0196
"Reed, Patrick",19,188,0.0188
"Fowler, Rickie",19,187,0.0187
"Johnson, Dustin",19,185,0.0185
"Rose, Justin",19,185,0.0185
"Horschel, Billy",19,184,0.0184
"Moore, Ryan",19,183,0.0183
"McIlroy, Rory",19,182,0.0182
"Kirk, Chris",19,182,0.0182
"Scott, Adam",19,182,0.0182
"Johnson, Zach",19,181,0.0181
"Spieth, Jordan",19,180,0.018
"Watson, Bubba",19,180,0.018
"Oosthuizen, Louis",19,179,0.0179
"Cabrera Bello, Rafa",19,174,0.0174
"Hoffman, Charley",19,174,0.0174
"Schwartzel, Charl",19,174,0.0174
"Koepka, Brooks",19,172,0.0172
"Grace, Branden",19,171,0.0171
"Mickelson, Phil",19,171,0.0171
"Holmes, J.B.",19,171,0.0171
"Leishman, Marc",19,170,0.017
"Garcia, Sergio",19,169,0.0169
"Kuchar, Matt",19,167,0.0167
"Haas, Bill",19,164,0.0164
"Snedeker, Brandt",19,164,0.0164
"Donaldson, Jamie",19,159,0.0159
"Kaymer, Martin",19,159,0.0159
"Willett, Danny",19,157,0.0157
"Day, Jason",19,156,0.0156
"Na, Kevin",19,155,0.0155
"Dufner, Jason",19,155,0.0155
